,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year
1361,22,1959-07-18,331.0,Dijon,Paris,Flat Stage,Joseph Groussard,FRA,1959
1362,1,1958-06-26,184.0,Brussels,Ghent,Flat Stage,André Darrigade,FRA,1958
1363,2,1958-06-27,198.0,Ghent,Dunkirk,Flat Stage,Gerrit Voorting,NED,1958
1364,3,1958-06-28,177.0,Dunkirk,Mers-les-Bains,Flat Stage,Gilbert Bauvin,FRA,1958
1365,4,1958-06-29,205.0,Le Tréport,Versailles,Flat Stage,Jean Gainche,FRA,1958
1366,5,1958-06-30,232.0,Versailles,Caen,Flat Stage,Tino Sabbadini,FRA,1958
1367,6,1958-07-01,223.0,Caen,Saint-Brieuc,Flat Stage,Martin van Geneugden,BEL,1958
1368,7,1958-07-02,170.0,Saint-Brieuc,Brest,Flat Stage,Brian Robinson,GBR,1958
1369,8,1958-07-03,46.0,Châteaulin,Châteaulin,Individual Time Trial,Charly Gaul,LUX,1958
1370,9,1958-07-04,206.0,Quimper,Saint-Nazaire,Flat Stage,André Darrigade,FRA,1958
1371,10,1958-07-05,255.0,Saint-Nazaire,Royan,Flat Stage,Pierino Baffi,ITA,1958
1372,11,1958-07-06,137.0,Royan,Bordeaux,Flat Stage,Arrigo Padovan,ITA,1958
1373,12,1958-07-07,161.0,Bordeaux,Dax,Flat Stage,Martin van Geneugden,BEL,1958
1374,13,1958-07-08,230.0,Dax,Pau,Mountain Stage,Louis Bergaud,FRA,1958
1375,14,1958-07-09,129.0,Pau,Luchon,Mountain Stage,Federico Bahamontes,ESP,1958
1376,15,1958-07-10,176.0,Luchon,Toulouse,Mountain Stage,André Darrigade,FRA,1958
1377,16,1958-07-11,187.0,Toulouse,Béziers,Flat Stage,Pierino Baffi,ITA,1958
1378,17,1958-07-12,189.0,Béziers,Nîmes,Flat Stage,André Darrigade,FRA,1958
1379,18,1958-07-13,21.0,Bédoin,Mont-Ventoux,Individual Time Trial,Charly Gaul,LUX,1958
1380,19,1958-07-14,178.0,Carpentras,Gap,Mountain Stage,Gastone Nencini,ITA,1958
1381,20,1958-07-15,165.0,Gap,Briançon,Mountain Stage,Federico Bahamontes,ESP,1958
1382,21,1958-07-16,219.0,Briançon,Aix-les-Bains,Mountain Stage,Charly Gaul,LUX,1958
1383,22,1958-07-17,237.0,Aix-les-Bains,Besançon,Mountain Stage,André Darrigade,FRA,1958
1384,23,1958-07-18,74.0,Besançon,Dijon,Individual Time Trial,Charly Gaul,LUX,1958
1385,24,1958-07-19,320.0,Dijon,Paris,Flat Stage,Pierino Baffi,ITA,1958
1386,1,1957-06-27,204.0,Nantes,Granville,Flat Stage,André Darrigade,FRA,1957
1387,2,1957-06-28,226.0,Granville,Caen,Flat Stage,René Privat,FRA,1957
1388,3a,1957-06-29,15.0,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen",Team Time Trial,France,,1957
1389,3b,1957-06-29,134.0,Caen,Rouen,Flat Stage,Jacques Anquetil,FRA,1957
1390,4,1957-06-30,232.0,Rouen,Roubaix,Flat Stage,Marcel Janssens,BEL,1957
1391,5,1957-07-01,170.0,Roubaix,Charleroi,Flat Stage,Gilbert Bauvin,FRA,1957
1392,6,1957-07-02,248.0,Charleroi,Metz,Flat Stage,André Trochut,FRA,1957
1393,7,1957-07-03,223.0,Metz,Colmar,Mountain Stage,Roger Hassenforder,FRA,1957
1394,8,1957-07-04,192.0,Colmar,Besançon,Flat Stage,Pierino Baffi,ITA,1957
1395,9,1957-07-05,188.0,Besançon,Thonon-les-Bains,Flat Stage,Jacques Anquetil,FRA,1957
1396,10,1957-07-07,247.0,Thonon-les-Bains,Briançon,Mountain Stage,Gastone Nencini,ITA,1957
1397,11,1957-07-08,286.0,Briançon,Cannes,Mountain Stage,René Privat,FRA,1957
1398,12,1957-07-09,239.0,Cannes,Marseille,Mountain Stage,Jean Stablinski,FRA,1957
1399,13,1957-07-10,160.0,Marseille,Alès,Flat Stage,Nino Defilippis,ITA,1957
1400,14,1957-07-11,246.0,Alès,Perpignan,Flat Stage,Roger Hassenforder,FRA,1957
1401,15a,1957-07-12,197.0,Perpignan,Barcelona,Flat Stage,René Privat,FRA,1957
1402,15b,1957-07-12,9.8,Montjuïc circuit,Montjuïc circuit,Individual Time Trial,Jacques Anquetil,FRA,1957
1403,16,1957-07-14,220.0,Barcelona ,Ax-les-Thermes,Mountain Stage,Jean Bourlès,FRA,1957
1404,17,1957-07-15,236.0,Ax-les-Thermes,Saint-Gaudens,Mountain Stage,Nino Defilippis,ITA,1957
1405,18,1957-07-16,207.0,Saint-Gaudens,Pau,Mountain Stage,Gastone Nencini,ITA,1957
1406,19,1957-07-17,194.0,Pau,Bordeaux,Flat Stage,Pierino Baffi,ITA,1957
1407,20,1957-07-18,66.0,Bordeaux,Libourne,Individual Time Trial,Jacques Anquetil,FRA,1957
1408,21,1957-07-19,317.0,Libourne,Tours,Flat Stage,André Darrigade,FRA,1957
1409,22,1957-07-20,227.0,Tours,Paris,Flat Stage,André Darrigade,FRA,1957
1410,1,1956-07-05,223.0,Reims,Liège,Flat Stage,André Darrigade,FRA,1956
1411,2,1956-07-06,217.0,Liège,Lille,Flat Stage,Fred De Bruyne,BEL,1956
1412,3,1956-07-07,225.0,Lille,Rouen,Flat Stage,Arigo Padovan,ITA,1956
1413,4a,1956-07-08,15.1,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts,Individual Time Trial,Charly Gaul,LUX,1956
1414,4b,1956-07-08,125.0,Rouen,Caen,Flat Stage,Roger Hassenforder,FRA,1956
1415,5,1956-07-09,189.0,Caen,Saint-Malo,Flat Stage,Joseph Morvan,FRA,1956
1416,6,1956-07-10,192.0,Saint-Malo,Lorient,Flat Stage,Fred De Bruyne,BEL,1956
1417,7,1956-07-11,244.0,Lorient,Angers,Flat Stage,Alessandro Fantini,ITA,1956
1418,8,1956-07-12,180.0,Angers,La Rochelle,Flat Stage,Miguel Poblet,ESP,1956
1419,9,1956-07-13,219.0,La Rochelle,Bordeaux,Flat Stage,Roger Hassenforder,FRA,1956
1420,10,1956-07-15,201.0,Bordeaux,Bayonne,Flat Stage,Fred De Bruyne,BEL,1956
1421,11,1956-07-16,255.0,Bayonne,Pau,Mountain Stage,Nino Defilippis,ITA,1956
1422,12,1956-07-17,130.0,Pau,Luchon,Mountain Stage,Jean-Pierre Schmitz,LUX,1956
1423,13,1956-07-18,176.0,Luchon,Toulouse,Mountain Stage,Nino Defilippis,ITA,1956
1424,14,1956-07-19,231.0,Toulouse,Montpellier,Flat Stage,Roger Hassenforder,FRA,1956
1425,15,1956-07-20,204.0,Montpellier,Aix-en-Provence,Flat Stage,Joseph Thomin,FRA,1956
1426,16,1956-07-22,203.0,Aix-en-Provence,Gap,Mountain Stage,Jean Forestier,FRA,1956
1427,17,1956-07-23,234.0,Gap,Turin,Mountain Stage,Nino Defilippis,ITA,1956
1428,18,1956-07-24,250.0,Turin,Grenoble,Mountain Stage,Charly Gaul,LUX,1956
1429,19,1956-07-25,173.0,Grenoble,Saint-Étienne,Mountain Stage,Stan Ockers,BEL,1956
1430,20,1956-07-26,73.0,Saint-Étienne,Lyon,Individual Time Trial,Miguel Bover,ESP,1956
1431,21,1956-07-27,237.0,Lyon,Montluçon,Mountain Stage,Roger Hassenforder,FRA,1956
1432,22,1956-07-28,331.0,Montluçon,Paris,Flat Stage,Gastone Nencini,ITA,1956
1433,1a,1955-07-07,102.0,Le Havre,Dieppe,Flat Stage,Miguel Poblet,ESP,1955
1434,1b,1955-07-07,12.5,Dieppe,Dieppe,Team Time Trial,Netherlands,,1955
1435,2,1955-07-08,204.0,Dieppe,Roubaix,Flat Stage,Antonin Rolland,FRA,1955
1436,3,1955-07-09,210.0,Roubaix,Namur,Flat Stage,Louison Bobet,FRA,1955
1437,4,1955-07-10,225.0,Namur,Metz,Flat Stage,Willy Kemp,LUX,1955
1438,5,1955-07-11,229.0,Metz,Colmar,Flat Stage,Roger Hassenforder,FRA,1955
1439,6,1955-07-12,195.0,Colmar,Zürich,Flat Stage,André Darrigade,FRA,1955
1440,7,1955-07-13,267.0,Zürich,Thonon-les-Bains,Flat Stage,Jos Hinsen,NED,1955
1441,8,1955-07-14,253.0,Thonon-les-Bains,Briançon,Mountain Stage,Charly Gaul,LUX,1955
1442,9,1955-07-15,275.0,Briançon,Monaco,Mountain Stage,Raphaël Géminiani,FRA,1955
1443,10,1955-07-16,240.0,Monaco,Marseille,Flat Stage,Lucien Lazaridès,FRA,1955
1444,11,1955-07-18,198.0,Marseille,Avignon,Mountain Stage,Louison Bobet,FRA,1955
1445,12,1955-07-19,240.0,Avignon,Millau,Mountain Stage,Alessandro Fantini,ITA,1955
1446,13,1955-07-20,205.0,Millau,Albi,Flat Stage,Daan de Groot,NED,1955
1447,14,1955-07-21,156.0,Albi,Narbonne,Mountain Stage,Louis Caput,FRA,1955
1448,15,1955-07-22,151.0,Narbonne,Ax-les-Thermes,Flat Stage,Luciano Pezzi,ITA,1955
1449,16,1955-07-24,123.0,Ax-les-Thermes,Toulouse,Flat Stage,Rik Van Steenbergen,BEL,1955
1450,17,1955-07-25,250.0,Toulouse,Saint-Gaudens,Mountain Stage,Charly Gaul,LUX,1955
1451,18,1955-07-26,205.0,Saint-Gaudens,Pau,Mountain Stage,Jean Brankart,BEL,1955
1452,19,1955-07-27,195.0,Pau,Bordeaux,Flat Stage,Wout Wagtmans,NED,1955
1453,20,1955-07-28,243.0,Bordeaux,Poitiers,Flat Stage,Jean Forestier,FRA,1955
1454,21,1955-07-29,68.6,Châtellerault,Tours,Individual Time Trial,Jean Brankart,BEL,1955
1455,22,1955-07-30,229.0,Tours,Paris,Flat Stage,Miguel Poblet,ESP,1955
1456,1,1954-07-08,216.0,Amsterdam,Brasschaat,Flat Stage,Wout Wagtmans,NED,1954
1457,2,1954-07-09,255.0,Beveren,Lille,Flat Stage,Louison Bobet,FRA,1954
1458,3,1954-07-10,219.0,Lille,Rouen,Flat Stage,Marcel Dussault,FRA,1954
1459,4a,1954-07-11,10.4,Rouen,Circuit des Essarts,Team Time Trial,Switzerland,,1954
1460,4b,1954-07-11,131.0,Rouen,Caen,Flat Stage,Wim van Est,NED,1954
1461,5,1954-07-12,224.0,Caen,Saint-Brieuc,Flat Stage,Ferdinand Kübler,SUI,1954
1462,6,1954-07-13,179.0,Saint-Brieuc,Brest,Flat Stage,Dominique Forlini,FRA,1954
1463,7,1954-07-14,211.0,Brest,Vannes,Flat Stage,Jacques Vivier,FRA,1954
1464,8,1954-07-15,190.0,Vannes,Angers,Flat Stage,Fred De Bruyne,BEL,1954
1465,9,1954-07-16,343.0,Angers,Bordeaux,Flat Stage,Henk Faanhof,NED,1954
1466,10,1954-07-18,202.0,Bordeaux,Bayonne,Flat Stage,Gilbert Bauvin,FRA,1954
1467,11,1954-07-19,241.0,Bayonne,Pau,Mountain Stage,Stan Ockers,BEL,1954
1468,12,1954-07-20,161.0,Pau,Luchon,Mountain Stage,Gilbert Bauvin,FRA,1954
1469,13,1954-07-21,203.0,Luchon,Toulouse,Flat Stage,Fred De Bruyne,BEL,1954
1470,14,1954-07-22,225.0,Toulouse,Millau,Mountain Stage,Ferdinand Kübler,SUI,1954
1471,15,1954-07-23,197.0,Millau,Le Puy,Mountain Stage,Dominique Forlini,FRA,1954
1472,16,1954-07-24,194.0,Le Puy,Lyon,Mountain Stage,Jean Forestier,FRA,1954
1473,17,1954-07-26,182.0,Lyon,Grenoble,Mountain Stage,Lucien Lazaridès,FRA,1954
1474,18,1954-07-27,216.0,Grenoble,Briançon,Mountain Stage,Louison Bobet,FRA,1954
1475,19,1954-07-28,221.0,Briançon,Aix-les-Bains,Mountain Stage,Jean Dotto,FRA,1954
1476,20,1954-07-29,243.0,Aix les Bains,Besançon,Mountain Stage,Lucien Teisseire,FRA,1954
1477,21a,1954-07-30,134.0,Besançon,Épinal,Flat Stage,François Mahé,FRA,1954
1478,21b,1954-07-30,72.0,Epinal,Nancy,Individual Time Trial,Louison Bobet,FRA,1954
1479,22,1954-07-31,216.0,Nancy,Troyes,Flat Stage,Fred De Bruyne,BEL,1954
1480,23,1954-08-01,180.0,Troyes,Paris,Flat Stage,Robert Varnajo,FRA,1954
1481,1,1953-07-03,195.0,Strasbourg,Metz,Flat Stage,Fritz Schär,SUI,1953
1482,2,1953-07-04,227.0,Metz,Liège,Flat Stage,Fritz Schär,SUI,1953
1483,3,1953-07-05,221.0,Liège,Lille,Flat Stage,Stanislas Bober,FRA,1953
1484,4,1953-07-06,188.0,Lille,Dieppe,Flat Stage,Gerrit Voorting,NED,1953
1485,5,1953-07-07,200.0,Dieppe,Caen,Flat Stage,Jean Malléjac,FRA,1953
1486,6,1953-07-08,206.0,Caen,Le Mans,Flat Stage,Martin Van Geneugden,BEL,1953
1487,7,1953-07-09,181.0,Le Mans,Nantes,Flat Stage,Livio Isotti,ITA,1953
1488,8,1953-07-10,345.0,Nantes,Bordeaux,Flat Stage,Jan Nolten,NED,1953
1489,9,1953-07-12,197.0,Bordeaux,Pau,Flat Stage,Fiorenzo Magni,ITA,1953
1490,10,1953-07-13,103.0,Pau,Cauterets,Mountain Stage,Jesús Loroño,ESP,1953
1491,11,1953-07-14,115.0,Cauterets,Luchon,Mountain Stage,Jean Robic,FRA,1953
1492,12,1953-07-15,228.0,Luchon,Albi,Flat Stage,André Darrigade,FRA,1953
1493,13,1953-07-16,189.0,Albi,Béziers,Mountain Stage,Nello Lauredi,FRA,1953
1494,14,1953-07-17,214.0,Béziers,Nîmes,Mountain Stage,Bernard Quennehen,FRA,1953
1495,15,1953-07-18,173.0,Nîmes,Marseille,Flat Stage,Maurice Quentin,FRA,1953
1496,16,1953-07-19,236.0,Marseille,Monaco,Mountain Stage,Wim van Est,NED,1953
1497,17,1953-07-21,261.0,Monaco,Gap,Mountain Stage,Wout Wagtmans,NED,1953
1498,18,1953-07-22,165.0,Gap,Briançon,Mountain Stage,Louison Bobet,FRA,1953
1499,19,1953-07-23,227.0,Briançon,Lyon,Mountain Stage,Georges Meunier,FRA,1953
1500,20,1953-07-24,70.0,Lyon,St. Etienne,Individual Time Trial,Louison Bobet,FRA,1953
1501,21,1953-07-25,210.0,St. Etienne,Montluçon,Flat Stage,Wout Wagtmans,NED,1953
1502,22,1953-07-26,328.0,Montluçon,Paris,Flat Stage,Fiorenzo Magni,ITA,1953
1503,1,1952-06-25,246.0,Brest,Rennes,Flat Stage,Rik Van Steenbergen,BEL,1952
1504,2,1952-06-26,181.0,Rennes,Le Mans,Flat Stage,André Rosseel,BEL,1952
1505,3,1952-06-27,189.0,Le Mans,Rouen,Flat Stage,Nello Lauredi,FRA,1952
1506,4,1952-06-28,232.0,Rouen,Roubaix,Flat Stage,Pierre Molinéris,FRA,1952
1507,5,1952-06-29,197.0,Roubaix,Namur,Flat Stage,Jean Diederich,LUX,1952
1508,6,1952-06-30,228.0,Namur,Metz,Flat Stage,Fiorenzo Magni,ITA,1952
1509,7,1952-07-01,60.0,Metz,Nancy,Individual Time Trial,Fausto Coppi,ITA,1952
1510,8,1952-07-02,252.0,Nancy,Mulhouse,Mountain Stage,Raphaël Géminiani,FRA,1952
1511,9,1952-07-03,238.0,Mulhouse,Lausanne,Mountain Stage,Walter Diggelmann,SUI,1952
1512,10,1952-07-04,266.0,Lausanne,Alpe d'Huez,Mountain Stage,Fausto Coppi,ITA,1952
1513,11,1952-07-06,182.0,Le Bourg-d'Oisans,Sestriere,Mountain Stage,Fausto Coppi,ITA,1952
1514,12,1952-07-07,251.0,Sestriere,Monaco,Mountain Stage,Jan Nolten,NED,1952
1515,13,1952-07-08,214.0,Monaco,Aix-en-Provence,Flat Stage,Raoul Rémy,FRA,1952
1516,14,1952-07-09,178.0,Aix-en-Provence,Avignon,Mountain Stage,Jean Robic,FRA,1952
1517,15,1952-07-10,275.0,Avignon,Perpignan,Flat Stage,Georges Decaux,FRA,1952
1518,16,1952-07-11,200.0,Perpignan,Toulouse,Flat Stage,André Rosseel,BEL,1952
1519,17,1952-07-13,204.0,Toulouse,Bagnères-de-Bigorre,Mountain Stage,Raphaël Géminiani,FRA,1952
1520,18,1952-07-14,149.0,Bagnères-de-Bigorre,Pau,Mountain Stage,Fausto Coppi,ITA,1952
1521,19,1952-07-15,195.0,Pau,Bordeaux,Flat Stage,Hans Dekkers,NED,1952
1522,20,1952-07-16,228.0,Bordeaux,Limoges,Flat Stage,Jacques Vivier,FRA,1952
1523,21,1952-07-17,245.0,Limoges,Puy de Dôme,Mountain Stage,Fausto Coppi,ITA,1952
1524,22,1952-07-18,63.0,Clermont-Ferrand,Vichy,Individual Time Trial,Fiorenzo Magni,ITA,1952
1525,23,1952-07-19,354.0,Vichy,Paris,Flat Stage,Antonin Rolland,FRA,1952
1526,1,1951-07-04,185.0,Metz,Reims,Flat Stage,Giovanni Rossi,SUI,1951
1527,2,1951-07-05,228.0,Reims,Ghent,Flat Stage,Jean Diederich,LUX,1951
1528,3,1951-07-06,219.0,Ghent,Le Tréport,Flat Stage,Georges Meunier,FRA,1951
1529,4,1951-07-07,188.0,Le Tréport,Paris,Flat Stage,Roger Lévêque,FRA,1951
1530,5,1951-07-08,215.0,Paris,Caen,Flat Stage,Serafino Biagioni,ITA,1951
1531,6,1951-07-09,182.0,Caen,Rennes,Flat Stage,Édouard Muller,FRA,1951
1532,7,1951-07-10,85.0,La Guerche-de-Bretagne,Angers,Individual Time Trial,Hugo Koblet,SUI,1951
1533,8,1951-07-11,241.0,Angers,Limoges,Flat Stage,André Rosseel,BEL,1951
1534,9,1951-07-13,236.0,Limoges,Clermont-Ferrand,Mountain Stage,Raphaël Géminiani,FRA,1951
1535,10,1951-07-14,216.0,Clermont-Ferrand,Brive,Mountain Stage,Bernardo Ruiz,ESP,1951
1536,11,1951-07-15,177.0,Brive,Agen,Flat Stage,Hugo Koblet,SUI,1951
1537,12,1951-07-16,185.0,Agen,Dax,Flat Stage,Wim van Est,NED,1951
1538,13,1951-07-17,201.0,Dax,Tarbes,Mountain Stage,Serafino Biagioni,ITA,1951
1539,14,1951-07-18,142.0,Tarbes,Luchon,Mountain Stage,Hugo Koblet,SUI,1951
1540,15,1951-07-19,213.0,Luchon,Carcassonne,Mountain Stage,André Rosseel,BEL,1951
1541,16,1951-07-20,192.0,Carcassonne,Montpellier,Flat Stage,Hugo Koblet,SUI,1951
1542,17,1951-07-22,224.0,Montpellier,Avignon,Mountain Stage,Louison Bobet,FRA,1951
1543,18,1951-07-23,173.0,Avignon,Marseille,Flat Stage,Fiorenzo Magni,ITA,1951
1544,19,1951-07-24,208.0,Marseille,Gap,Mountain Stage,Armand Baeyens,BEL,1951
1545,20,1951-07-25,165.0,Gap,Briançon,Mountain Stage,Fausto Coppi,ITA,1951
1546,21,1951-07-26,201.0,Briançon,Aix-les-Bains,Mountain Stage,Bernardo Ruiz,ESP,1951
1547,22,1951-07-27,97.0,Aix-les-Bains,Geneva,Individual Time Trial,Hugo Koblet,SUI,1951
1548,23,1951-07-28,197.0,Geneva,Dijon,Mountain Stage,Germain Derijcke,BEL,1951
1549,24,1951-07-29,322.0,Dijon,Paris,Flat Stage,Adolphe Deledda,FRA,1951
1550,1,1950-07-13,307.0,Paris,Metz,Flat Stage,Jean Goldschmit,LUX,1950
1551,2,1950-07-14,241.0,Metz,Liège,Flat Stage,Adolfo Leoni,ITA,1950
1552,3,1950-07-15,232.5,Liège,Lille,Flat Stage,Alfredo Pasotti,ITA,1950
1553,4,1950-07-16,231.0,Lille,Rouen,Flat Stage,Stan Ockers,BEL,1950
1554,5,1950-07-17,316.0,Rouen,Dinard,Flat Stage,Giovanni Corrieri,ITA,1950
1555,6,1950-07-19,78.0,Dinard,St. Brieuc,Individual Time Trial,Ferdinand Kübler,SUI,1950
1556,7,1950-07-20,248.0,St. Brieuc,Angers,Flat Stage,Nello Lauredi,FRA,1950
1557,8,1950-07-21,181.0,Angers,Niort,Flat Stage,Fiorenzo Magni,ITA,1950
1558,9,1950-07-22,206.0,Niort,Bordeaux,Flat Stage,Alfredo Pasotti,ITA,1950
1559,10,1950-07-23,202.0,Bordeaux,Pau,Flat Stage,Marcel Dussault,FRA,1950
1560,11,1950-07-25,230.0,Pau,St. Gaudens,Mountain Stage,Gino Bartali,ITA,1950
1561,12,1950-07-26,233.0,Saint-Gaudens,Perpignan,Flat Stage,Maurice Blomme,BEL,1950
1562,13,1950-07-27,215.0,Perpignan,Nîmes,Flat Stage,Marcel Molinès,FRA,1950
1563,14,1950-07-28,222.0,Nîmes,Toulon,Flat Stage,Custodio Dos Reis,FRA,1950
1564,15,1950-07-29,205.5,Toulon,Menton,Mountain Stage,Jean Diederich,LUX,1950
1565,16,1950-07-30,96.0,Menton,Nice,Mountain Stage,Ferdinand Kübler,SUI,1950
1566,17,1950-08-01,229.0,Nice,Gap,Mountain Stage,Raphaël Géminiani,FRA,1950
1567,18,1950-08-02,165.0,Gap,Briançon,Mountain Stage,Louison Bobet,FRA,1950
1568,19,1950-08-03,291.0,Briançon,Saint-Étienne,Mountain Stage,Raphaël Géminiani,FRA,1950
1569,20,1950-08-05,98.0,Saint-Étienne,Lyon,Individual Time Trial,Ferdinand Kübler,SUI,1950
1570,21,1950-08-06,233.0,Lyon,Dijon,Flat Stage,Gino Sciardis,FRA,1950
1571,22,1950-08-07,314.0,Dijon,Paris,Flat Stage,Émile Baffert,FRA,1950
1572,1,1949-06-30,182.0,Paris,Reims,Flat Stage,Marcel Dussault,FRA,1949
1573,2,1949-07-01,273.0,Reims,Brussels,Flat Stage,Roger Lambrecht,BEL,1949
1574,3,1949-07-02,211.0,Brussels,Boulogne-sur-Mer,Flat Stage,Norbert Callens,BEL,1949
1575,4,1949-07-03,185.0,Boulogne-sur-Mer,Rouen,Flat Stage,Lucien Teisseire,FRA,1949
1576,5,1949-07-04,293.0,Rouen,Saint-Malo,Flat Stage,Ferdinand Kübler,SUI,1949
1577,6,1949-07-05,305.0,Saint-Malo,Les Sables-d'Olonne,Flat Stage,Adolphe Deledda,FRA,1949
1578,7,1949-07-07,92.0,Les Sables-d'Olonne,La Rochelle,Individual Time Trial,Fausto Coppi,ITA,1949
1579,8,1949-07-08,262.0,La Rochelle,Bordeaux,Flat Stage,Guy Lapébie,FRA,1949
1580,9,1949-07-09,228.0,Bordeaux,San Sebastián,Flat Stage,Louis Caput,FRA,1949
1581,10,1949-07-10,192.0,San Sebastián,Pau,Flat Stage,Fiorenzo Magni,ITA,1949
1582,11,1949-07-12,193.0,Pau,Luchon,Mountain Stage,Jean Robic,FRA,1949
1583,12,1949-07-13,134.0,Luchon,Toulouse,Flat Stage,Rik Van Steenbergen,BEL,1949
1584,13,1949-07-14,289.0,Toulouse,Nîmes,Flat Stage,Emile Idée,FRA,1949
1585,14,1949-07-15,199.0,Nîmes,Marseille,Flat Stage,Jean Goldschmidt,LUX,1949
1586,15,1949-07-16,215.0,Marseille,Cannes,Flat Stage,Désiré Keteleer,BEL,1949
1587,16,1949-07-18,275.0,Cannes,Briançon,Mountain Stage,Gino Bartali,ITA,1949
1588,17,1949-07-19,257.0,Briançon,Aosta,Mountain Stage,Fausto Coppi,ITA,1949
1589,18,1949-07-21,265.0,Aosta,Lausanne,Mountain Stage,Vincenzo Rossello,ITA,1949
1590,19,1949-07-22,283.0,Lausanne,Colmar,Mountain Stage,Raphaël Géminiani,FRA,1949
1591,20,1949-07-23,137.0,Colmar,Nancy,Individual Time Trial,Fausto Coppi,ITA,1949
1592,21,1949-07-24,340.0,Nancy,Paris,Flat Stage,Rik Van Steenbergen,BEL,1949
1593,1,1948-06-30,237.0,Paris,Trouville,Flat Stage,Gino Bartali,ITA,1948
1594,2,1948-07-01,259.0,Trouville,Dinard,Flat Stage,Vincenzo Rossello,ITA,1948
1595,3,1948-07-02,251.0,Dinard,Nantes,Flat Stage,Guy Lapébie,FRA,1948
1596,4,1948-07-03,166.0,Nantes,La Rochelle,Flat Stage,Jacques Pras,FRA,1948
1597,5,1948-07-04,262.0,La Rochelle,Bordeaux,Flat Stage,Raoul Remy,FRA,1948
1598,6,1948-07-05,244.0,Bordeaux,Biarritz,Flat Stage,Louison Bobet,FRA,1948
1599,7,1948-07-07,219.0,Biarritz,Lourdes,Mountain Stage,Gino Bartali,ITA,1948
1600,8,1948-07-08,261.0,Lourdes,Toulouse,Mountain Stage,Gino Bartali,ITA,1948
1601,9,1948-07-10,246.0,Toulouse,Montpellier,Flat Stage,Raymond Impanis,BEL,1948
1602,10,1948-07-11,248.0,Montpellier,Marseille,Flat Stage,Raymond Impanis,BEL,1948
1603,11,1948-07-12,245.0,Marseille,Sanremo,Flat Stage,Gino Sciardis,ITA,1948
1604,12,1948-07-13,170.0,Sanremo,Cannes,Mountain Stage,Louison Bobet,FRA,1948
1605,13,1948-07-15,274.0,Cannes,Briançon,Mountain Stage,Gino Bartali,ITA,1948
1606,14,1948-07-16,263.0,Briançon,Aix-les-Bains,Mountain Stage,Gino Bartali,ITA,1948
1607,15,1948-07-18,256.0,Aix-les-Bains,Lausanne,Mountain Stage,Gino Bartali,ITA,1948
1608,16,1948-07-19,243.0,Lausanne,Mulhouse,Mountain Stage,Edward Van Dijck,BEL,1948
1609,17,1948-07-21,120.0,Mulhouse,Strasbourg,Individual Time Trial,Roger Lambrecht,BEL,1948
1610,18,1948-07-22,195.0,Strasbourg,Metz,Flat Stage,Giovanni Corrieri,ITA,1948
1611,19,1948-07-23,249.0,Metz,Liège,Flat Stage,Gino Bartali,ITA,1948
1612,20,1948-07-24,228.0,Liège,Roubaix,Flat Stage,Bernard Gauthier,FRA,1948
1613,21,1948-07-25,286.0,Roubaix,Paris,Flat Stage,Giovanni Corrieri,ITA,1948
1614,1,1947-06-25,236.0,Paris,Lille,Flat Stage,Ferdinand Kübler,SUI,1947
1615,2,1947-06-26,182.0,Lille,Brussels,Flat Stage,René Vietto,FRA,1947
1616,3,1947-06-27,314.0,Brussels,Luxembourg City,Flat Stage,Aldo Ronconi,ITA,1947
1617,4,1947-06-28,223.0,Luxembourg City,Strasbourg,Flat Stage,Jean Robic,FRA,1947
1618,5,1947-06-29,248.0,Strasbourg,Besançon,Flat Stage,Ferdinand Kübler,SUI,1947
1619,6,1947-07-01,249.0,Besançon,Lyon,Flat Stage,Lucien Teisseire,FRA,1947
1620,7,1947-07-02,172.0,Lyon,Grenoble,Mountain Stage,Jean Robic,FRA,1947
1621,8,1947-07-03,185.0,Grenoble,Briançon,Mountain Stage,Fermo Camellini,ITA,1947
1622,9,1947-07-05,217.0,Briançon,Digne,Mountain Stage,René Vietto,FRA,1947
1623,10,1947-07-06,255.0,Digne,Nice,Mountain Stage,Fermo Camellini,ITA,1947
1624,11,1947-07-08,230.0,Nice,Marseille,Flat Stage,Édouard Fachleitner,FRA,1947
1625,12,1947-07-09,165.0,Marseille,Montpellier,Flat Stage,Henri Massal,FRA,1947
1626,13,1947-07-10,172.0,Montpellier,Carcassonne,Flat Stage,Lucien Teisseire,FRA,1947
1627,14,1947-07-11,253.0,Carcassonne,Luchon,Mountain Stage,Albert Bourlon,FRA,1947
1628,15,1947-07-13,195.0,Luchon,Pau,Mountain Stage,Jean Robic,FRA,1947
1629,16,1947-07-14,195.0,Pau,Bordeaux,Flat Stage,Giuseppe Tacca,ITA,1947
1630,17,1947-07-15,272.0,Bordeaux,Les Sables-d'Olonne,Flat Stage,Éloi Tassin,FRA,1947
1631,18,1947-07-16,236.0,Les Sables-d'Olonne,Vannes,Flat Stage,Pietro Tarchini,SUI,1947
1632,19,1947-07-18,139.0,Vannes,Saint-Brieuc,Individual Time Trial,Raymond Impanis,BEL,1947
1633,20,1947-07-19,235.0,Saint-Brieuc,Caen,Flat Stage,Maurice Diot,FRA,1947
